STRUCTURE_NUMBER_008,LOCATION_009,lat,lon,"coordinates (lat, lon)",YEAR_BUILT_027,AGE,STRUCTURE_KIND_043A,FRACTURE_092A,is_steel,ADT_029,PERCENT_ADT_TRUCK_109,TRAFFIC_LANES_ON_028A,SLF,ADT_b,pi_T,T1,AM_years,AE_years,Pf_fatigue,Risk_Level,Risk_Explanation,Street_View_URL
102120049504060,'0.75 MI W OF US 69',32.468650000000004,-95.40052222222222,"32.468650, -95.400522",1962,63,4,N  ,True,25510,38.0,2,0.85,25510,0.38,3007501.45,9.363254006078702,7.607643879938945,1.0,Top 20,"This steel continuous bridge, built in 1962, carries 8,240 trucks per day in its critical lane. Under this load, its estimated fatigue life is only 9.4 years. At 63 years old, it has operated 54 years past its calculated fatigue life — this bridge has been on borrowed time for over five decades.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.468650,-95.400522"
150150002502310,'1.10 MI E  OF IH 37',29.395616666666665,-98.49157777777778,"29.395617, -98.491578",1967,58,4,N  ,True,156508,10.0,4,0.65,156508,0.1,3713152.3,7.583852674181987,6.161880297772864,1.0,Top 20,"This steel continuous bridge, built in 1967, carries 10,173 trucks per day in its critical lane. Under this load, its estimated fatigue life is only 7.6 years. At 58 years old, it has operated 50 years past its calculated fatigue life — the scale of fatigue life exceedance marks this as a bridge in urgent need of attention.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.395617,-98.491578"
150150002502311,'1.10 MI E  OF IH 37',29.39528333333333,-98.49090277777778,"29.395283, -98.490903",1967,58,4,N  ,True,156508,10.0,5,0.65,156508,0.1,3713152.3,7.583852674181987,6.161880297772864,1.0,Top 20,"This steel continuous bridge, built in 1967, carries 10,173 trucks per day in its critical lane. Under this load, its estimated fatigue life is only 7.6 years. At 58 years old, it has operated 50 years past its calculated fatigue life — sustained heavy traffic over decades has made fatigue failure a serious structural concern.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.395283,-98.490903"
150150001709128,'1.7 MI S  OF US 90',29.368294444444444,-98.51825,"29.368294, -98.518250",1960,65,4,N  ,True,78838,21.0,3,0.8,78838,0.21,4834346.16,5.824986268670508,4.732801343294788,1.0,Top 20,"This steel continuous bridge, built in 1960, carries 13,245 trucks per day in its critical lane. Under this load, its estimated fatigue life is only 5.8 years. At 65 years old, it has operated 59 years past its calculated fatigue life — this bridge has carried far more truck traffic than its design ever accounted for.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.368294,-98.518250"
150150001709127,'1.7 MI S  OF US 90',29.368236111111116,-98.51828888888888,"29.368236, -98.518289",1960,65,4,N  ,True,78838,21.0,3,0.8,78838,0.21,4834346.16,5.824986268670508,4.732801343294788,1.0,Top 20,"This steel continuous bridge, built in 1960, carries 13,245 trucks per day in its critical lane. Under this load, its estimated fatigue life is only 5.8 years. At 65 years old, it has operated 59 years past its calculated fatigue life — the combination of age and truck volume puts this bridge at the top of Texas fatigue risk.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.368236,-98.518289"
150150001709126,'0.9 MI S  OF US 90',29.379583333333333,-98.51298333333334,"29.379583, -98.512983",1960,65,4,N  ,True,78838,21.0,3,0.8,78838,0.21,4834346.16,5.824986268670508,4.732801343294788,1.0,Top 20,"This steel continuous bridge, built in 1960, carries 13,245 trucks per day in its critical lane. Under this load, its estimated fatigue life is only 5.8 years. At 65 years old, it has operated 59 years past its calculated fatigue life — this bridge has been under fatigue stress for decades longer than its design intended.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.379583,-98.512983"
150150002502215,'1.0 MI E OF LOOP 13',29.436172222222226,-98.39046944444443,"29.436172, -98.390469",1964,61,4,N  ,True,79995,12.0,2,0.85,79995,0.12,2978213.85,9.455331758664675,7.68245705391505,1.0,Top 20,"This steel continuous bridge, built in 1964, carries 8,159 trucks per day in its critical lane. Under this load, its estimated fatigue life is only 9.5 years. At 61 years old, it has operated 52 years past its calculated fatigue life — the sheer volume of truck traffic over six decades has exhausted this bridge's fatigue capacity.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.436172,-98.390469"
150150002502180,'0.60 MI E  OF IH 37',29.408694444444443,-98.43679166666666,"29.408694, -98.436792",1968,57,4,N  ,True,92383,13.0,3,0.8,92383,0.13,3506858.6800000006,8.029978556193202,6.524357576906977,1.0,Top 20,"This steel continuous bridge, built in 1968, carries 9,608 trucks per day in its critical lane. Under this load, its estimated fatigue life is only 8.0 years. At 57 years old, it has operated 49 years past its calculated fatigue life — this bridge is one of the most overdue fatigue assessments in the Texas network.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.408694,-98.436792"
150150002502182,'1.00 MI E  OF US 87',29.41318055555556,-98.43193611111111,"29.413181, -98.431936",1968,57,4,N  ,True,92383,13.0,3,0.8,92383,0.13,3506858.6800000006,8.029978556193202,6.524357576906977,1.0,Top 20,"This steel continuous bridge, built in 1968, carries 9,608 trucks per day in its critical lane. Under this load, its estimated fatigue life is only 8.0 years. At 57 years old, it has operated 49 years past its calculated fatigue life — decades of heavy truck traffic have left this bridge structurally vulnerable.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.413181,-98.431936"
150150002502183,'1.00 MI E  OF US 87',29.41303333333333,-98.43173888888887,"29.413033, -98.431739",1968,57,4,N  ,True,92383,13.0,3,0.8,92383,0.13,3506858.6800000006,8.029978556193202,6.524357576906977,1.0,Top 20,"This steel continuous bridge, built in 1968, carries 9,608 trucks per day in its critical lane. Under this load, its estimated fatigue life is only 8.0 years. At 57 years old, it has operated 49 years past its calculated fatigue life — this bridge has exceeded its fatigue threshold by a margin that demands immediate attention.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.413033,-98.431739"
102120049505145,'4.6 MI E OF US 69',32.45817777777778,-95.31085277777775,"32.458178, -95.310853",1964,61,4,N  ,True,20932,41.0,2,0.85,20932,0.41,2662602.73,10.576117752271664,8.593095673720729,1.0,Top 50,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.458178,-95.310853"
150150002502184,'1.45 MI E  OF US 87',29.41805555555556,-98.42664444444443,"29.418056, -98.426644",1968,57,4,N  ,True,92383,13.0,3,0.8,92383,0.13,3506858.6800000006,8.029978556193202,6.524357576906977,1.0,Top 50,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.418056,-98.426644"
150150002502186,'1.90 MI SW OF IH 410',29.42483888888889,-98.4215138888889,"29.424839, -98.421514",1968,57,4,N  ,True,92383,13.0,3,0.8,92383,0.13,3506858.6800000006,8.029978556193202,6.524357576906977,1.0,Top 50,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.424839,-98.421514"
102120049505144,'4.6 MI E OF US 69',32.45835,-95.31081111111112,"32.458350, -95.310811",1964,61,4,N  ,True,20932,41.0,2,0.85,20932,0.41,2662602.73,10.576117752271664,8.593095673720729,1.0,Top 50,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.458350,-95.310811"
150150001709139,'2.80 MI S OF LP 13',29.337077777777772,-98.56667777777776,"29.337078, -98.566678",1960,65,4,N  ,True,48778,26.0,2,0.85,48778,0.26,3934677.37,7.156876498872892,5.814962155334225,1.0,Top 50,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.337078,-98.566678"
102120049505138,'1.1 MI E OF US 69',32.46837777777778,-95.36870555555556,"32.468378, -95.368706",1964,61,4,N  ,True,20932,41.0,2,0.85,20932,0.41,2662602.73,10.576117752271664,8.593095673720729,1.0,Top 50,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.468378,-95.368706"
150150002502194,'1.0 MI E OF LOOP 13',29.43548611111111,-98.38956666666668,"29.435486, -98.389567",1964,61,4,N  ,True,79995,17.0,2,0.85,79995,0.17,4219136.2875,6.674351829645656,5.422910861587095,1.0,Top 50,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.435486,-98.389567"
150150002502196,'0.40 MI E  OF IH 37',29.399375,-98.47340555555556,"29.399375, -98.473406",1968,57,4,N  ,True,107064,12.0,4,0.65,107064,0.12,3048112.08,9.238505429236051,7.506285661254293,1.0,Top 50,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.399375,-98.473406"
102120049505143,'3.114 MI E OF US 69',32.46528055555556,-95.33460833333334,"32.465281, -95.334608",1964,61,4,N  ,True,20932,41.0,2,0.85,20932,0.41,2662602.73,10.576117752271664,8.593095673720729,1.0,Top 50,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.465281,-95.334608"
102120049505142,'3.106 MI E OF US 69',32.46549166666667,-95.33466666666666,"32.465492, -95.334667",1964,61,4,N  ,True,20932,41.0,2,0.85,20932,0.41,2662602.73,10.576117752271664,8.593095673720729,1.0,Top 50,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.465492,-95.334667"
102120049505139,'1.1 MI E OF US 69',32.46818611111112,-95.36864166666666,"32.468186, -95.368642",1964,61,4,N  ,True,20932,41.0,2,0.85,20932,0.41,2662602.73,10.576117752271664,8.593095673720729,1.0,Top 50,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.468186,-95.368642"
150150002502197,'0.70 MI E  OF IH 37',29.40137777777777,-98.46959166666667,"29.401378, -98.469592",1968,57,4,N  ,True,107064,12.0,3,0.8,107064,0.12,3751522.560000001,7.506285661254292,6.098857099769113,1.0,Top 50,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.401378,-98.469592"
180570004707047,'3.00 MI N  OF LP 12',32.90536111111111,-96.768975,"32.905361, -96.768975",1950,75,4,N  ,True,187971,7.0,10,0.65,187971,0.07,3121728.3825000008,9.020643870831703,7.329273145050759,1.0,Top 50,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.905361,-96.768975"
180570004707044,'1.25 MI N  OF IH 30',32.79251111111111,-96.79249444444444,"32.792511, -96.792494",1949,76,4,N  ,True,180381,6.0,6,0.65,180381,0.06,2567723.535,10.966912759943996,8.910616617454496,1.0,Top 50,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.792511,-96.792494"
150150002502187,'1.90 MI SW OF IH 410',29.42480833333333,-98.42129166666668,"29.424808, -98.421292",1968,57,4,N  ,True,92383,13.0,3,0.8,92383,0.13,3506858.6800000006,8.029978556193202,6.524357576906977,1.0,Top 50,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.424808,-98.421292"
180570000911347,'0.3 Mi E of Preston St',32.77880833333333,-96.78216666666668,"32.778808, -96.782167",1961,64,4,N  ,True,194353,17.0,2,0.85,194353,0.17,10250663.1025,2.7471393526855983,2.2320507240570486,1.0,Top 50,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.778808,-96.782167"
180570000911346,'0.3 Mi E of Preston St',32.77889444444445,-96.78162222222224,"32.778894, -96.781622",1961,64,4,N  ,True,84500,17.0,2,0.85,84500,0.17,4456741.25,6.318518042751529,5.133795909735617,1.0,Top 50,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.778894,-96.781622"
121020050003107,'0.30 MI N OF DALLAS ST',29.76221388888889,-95.37224166666664,"29.762214, -95.372242",1962,63,3,N  ,True,230232,7.0,3,0.8,230232,0.07,4705942.080000001,5.98392405203593,4.861938292279193,1.0,Top 50,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.762214,-95.372242"
021270001404058,'4.18 MI S OF US 67',32.36129722222223,-97.19938333333334,"32.361297, -97.199383",1939,86,3,N  ,True,21969,27.0,2,0.85,21969,0.27,1840288.2075,15.301951012474769,12.432835197635749,1.0,Top 50,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.361297,-97.199383"
021270001404057,'2.5 MI S OF US 67',32.38537777777778,-97.20742222222222,"32.385378, -97.207422",1939,86,3,N  ,True,21969,27.0,2,0.85,21969,0.27,1840288.2075,15.301951012474769,12.432835197635749,1.0,Top 50,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.385378,-97.207422"
180570019603075,'1.1 Mi N of IH 635',32.92279444444444,-96.89984722222223,"32.922794, -96.899847",1957,68,4,N  ,True,88470,10.0,3,0.8,88470,0.1,2583324.0,10.900684544408676,8.85680619233205,1.0,Top 50,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.922794,-96.899847"
180570019603086,'0.35 Mi N of IH 30',32.77500555555555,-96.81179444444444,"32.775006, -96.811794",1957,68,4,N  ,True,113538,10.0,5,0.65,113538,0.1,2693689.0500000003,10.454064844641216,8.493927686270988,1.0,Top 50,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.775006,-96.811794"
150150001709125,'0.9 MI S  OF US 90',29.379561111111112,-98.51317222222222,"29.379561, -98.513172",1960,65,4,N  ,True,78838,21.0,3,0.8,78838,0.21,4834346.16,5.824986268670508,4.732801343294788,1.0,Top 50,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.379561,-98.513172"
121020050003223,'IH 610 @ IH 45 (INTERCHG)',29.69654166666667,-95.28764166666666,"29.696542, -95.287642",1952,73,4,N  ,True,208346,7.0,3,0.8,208346,0.07,4258592.240000001,6.61251381043234,5.3726674709762765,1.0,Top 50,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.696542,-95.287642"
150150001702100,'1.75 MI S OF IH 410',29.298997222222223,-98.62991666666666,"29.298997, -98.629917",1955,70,4,N  ,True,53013,29.0,2,0.85,53013,0.29,4769712.1425,5.903920228032923,4.79693518527675,1.0,Top 50,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.298997,-98.629917"
121020050003224,'2.00 MI NW OF IH 610',29.715127777777777,-95.31546666666668,"29.715128, -95.315467",1949,76,4,N  ,True,159020,7.0,11,0.65,159020,0.07,2640924.6500000004,10.662932015118264,8.663632262283588,1.0,Top 50,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.715128,-95.315467"
150150001702046,'1.75 MI S OF IH 410',29.298611111111114,-98.62966944444445,"29.298611, -98.629669",1937,88,3,N  ,True,53013,29.0,2,0.85,53013,0.29,4769712.1425,5.903920228032923,4.79693518527675,1.0,Top 50,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.298611,-98.629669"
180570237402076,'2.6 MI NW OF IH 30',32.85608055555556,-96.64857222222224,"32.856081, -96.648572",1967,58,4,N  ,True,93760,13.0,5,0.65,93760,0.13,2891792.8000000003,9.737903766825893,7.912046810546037,1.0,Top 50,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.856081,-96.648572"
180570000911212,'0.3 Mi E of IH 45',32.78603333333333,-96.76758055555555,"32.786033, -96.767581",1964,61,4,N  ,True,175684,11.0,5,0.65,175684,0.11,4584913.19,6.141882917525861,4.990279870489763,1.0,Top 50,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.786033,-96.767581"
150150052104020,'2.7 Mi SW of SH 16',29.453175,-98.6300861111111,"29.453175, -98.630086",1956,69,4,N  ,True,172438,16.0,12,0.65,172438,0.16,6545746.480000001,4.302030346888716,3.4953996568470824,1.0,Top 50,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.453175,-98.630086"
150150052104019,'0.5 Mi NE of Military Dr',29.44843333333333,-98.63385833333334,"29.448433, -98.633858",1960,65,4,N  ,True,70147,16.0,12,0.65,70147,0.16,2662780.12,10.575413188829124,8.592523215923665,1.0,Top 100,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.448433,-98.633858"
150150001702304,'5.75 MI S OF LP 13',29.316944444444445,-98.60861666666666,"29.316944, -98.608617",1960,65,4,N  ,True,49352,26.0,2,0.85,49352,0.26,3980979.08,7.073636769776746,5.747329875443606,1.0,Top 100,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.316944,-98.608617"
150150001709121,'0.40 MI S OF US 90',29.387675,-98.51216666666669,"29.387675, -98.512167",1958,67,4,N  ,True,157486,11.0,4,0.65,157486,0.11,4109990.885,6.851596703723589,5.566922321775416,1.0,Top 100,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.387675,-98.512167"
150150001709120,'0.40 MI S OF US 90',29.38767777777778,-98.51199166666666,"29.387678, -98.511992",1958,67,4,N  ,True,157486,11.0,3,0.8,157486,0.11,5058450.32,5.566922321775417,4.523124386442526,1.0,Top 100,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.387678,-98.511992"
150150001709114,'0.6 MI NE OF IH 410',29.323044444444445,-98.60110277777775,"29.323044, -98.601103",1956,69,4,N  ,True,49352,26.0,2,0.85,49352,0.26,3980979.08,7.073636769776746,5.747329875443606,1.0,Top 100,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.323044,-98.601103"
150150001709112,'1.70 MI NE OF IH 410',29.32943611111111,-98.5852861111111,"29.329436, -98.585286",1956,69,4,N  ,True,48778,26.0,2,0.85,48778,0.26,3934677.37,7.156876498872892,5.814962155334225,1.0,Top 100,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.329436,-98.585286"
150150001709111,'1.70 MI NE OF IH 410',29.329669444444445,-98.58528888888888,"29.329669, -98.585289",1956,69,4,N  ,True,48778,26.0,2,0.85,48778,0.26,3934677.37,7.156876498872892,5.814962155334225,1.0,Top 100,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.329669,-98.585289"
041880016810038,'0.55 Mi N of IH 40',35.200297222222225,-101.83533333333332,"35.200297, -101.835333",1960,65,4,N  ,True,24939,38.0,2,0.85,24939,0.38,2940183.405,9.57763381430962,7.781827474126567,1.0,Top 100,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.200297,-101.835333"
150150001709110,'1.90 MI SW OF LP 13',29.341675,-98.55328888888889,"29.341675, -98.553289",1956,69,4,N  ,True,48778,26.0,2,0.85,48778,0.26,3934677.37,7.156876498872892,5.814962155334225,1.0,Top 100,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.341675,-98.553289"
150150001709109,'1.80 MI SW OF LP 13',29.34201111111111,-98.5508111111111,"29.342011, -98.550811",1956,69,4,N  ,True,48778,26.0,2,0.85,48778,0.26,3934677.37,7.156876498872892,5.814962155334225,1.0,Top 100,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.342011,-98.550811"
201240002813082,'1.2 MI E OF US 69',30.096,-94.11830833333332,"30.096000, -94.118308",1955,70,4,N  ,True,78230,21.0,8,0.65,78230,0.21,3897614.175,7.224932673075574,5.870257796873903,1.0,Top 100,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.096000,-94.118308"
150150001709108,'1.80 MI SW OF LP 13',29.34367222222222,-98.55112222222222,"29.343672, -98.551122",1956,69,4,N  ,True,48778,26.0,3,0.8,48778,0.26,3703225.76,7.604181280052447,6.178397290042613,1.0,Top 100,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.343672,-98.551122"
121020050003002,'3.5 MI N OF IH 610',29.738422222222223,-95.35186388888889,"29.738422, -95.351864",1948,77,4,N  ,True,190854,6.0,9,0.65,190854,0.06,2716806.69,10.365109929849297,8.421651818002553,1.0,Top 100,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.738422,-95.351864"
121020050003003,'3.5 MI N OF IH 610',29.73553888888889,-95.34738055555556,"29.735539, -95.347381",1948,77,4,N  ,True,190854,6.0,9,0.65,190854,0.06,2716806.69,10.365109929849297,8.421651818002553,1.0,Top 100,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.735539,-95.347381"
121020050003004,'1.50 MI SE OF US 59',29.73183611111111,-95.34239444444444,"29.731836, -95.342394",1948,77,4,N  ,True,184380,7.0,9,0.65,184380,0.07,3062090.85,9.196330670593918,7.472018669857558,1.0,Top 100,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.731836,-95.342394"
180570019602477,'1.1 Mi N of IH 635',32.92276666666667,-96.90010833333334,"32.922767, -96.900108",1957,68,4,N  ,True,176939,7.0,8,0.65,176939,0.07,2938514.4425000004,9.58307353971768,7.786247251020613,1.0,Top 100,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.922767,-96.900108"
121020050003011,'0.5 MI NW OF IH 610',29.702016666666665,-95.29561944444444,"29.702017, -95.295619",1951,74,4,N  ,True,156215,7.0,11,0.65,156215,0.07,2594340.6125000003,10.854395858554597,8.81919663507561,1.0,Top 100,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.702017,-95.295619"
121020050003014,'1 MI S OF IH 610',29.68498888888889,-95.2771861111111,"29.684989, -95.277186",1952,73,4,N  ,True,208346,7.0,9,0.65,208346,0.07,3460106.1950000008,8.138478535916725,6.61251381043234,1.0,Top 100,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.684989,-95.277186"
201240002813091,'0.3 MI E OF US 69',30.096075,-94.13003333333332,"30.096075, -94.130033",1958,67,4,N  ,True,111265,18.0,6,0.65,111265,0.18,4751571.825,5.926459924658721,4.815248688785211,1.0,Top 100,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.096075,-94.130033"
180570000911410,'0.3 Mi E of IH 45',32.783008333333335,-96.76931388888887,"32.783008, -96.769314",1964,61,4,N  ,True,175684,11.0,5,0.65,175684,0.11,4584913.19,6.141882917525861,4.990279870489763,1.0,Top 100,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.783008,-96.769314"
150150001710169,'3.50 MI E OF IH 37/US 281',29.45006111111111,-98.422875,"29.450061, -98.422875",1962,63,4,N  ,True,125425,10.0,3,0.8,125425,0.1,3662410.0,7.688926144260201,6.2472524922114125,1.0,Top 100,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.450061,-98.422875"
